gvkey,datadate,fyearq,fqtr,indfmt,consol,atq,ltq,ceqq,cheq,dlttq,dlcq,rectq,invtq,saleq,revtq,cogsq,xsgaq,oibdpq,niq,ibq,xrdq,capxy,ticker,conm
001690,2024-09-30,2024,4,INDL,C,364980.0,308030.0,56950.0,65171.0,96548.0,22511.0,66243.0,7286.0,94930.0,94930.0,48140.0,14288.0,32502.0,14736.0,14736.0,7765.0,9447.0,AAPL,APPLE INC
024616,2024-09-30,2024,3,INDL,C,83511.0,63337.0,20174.0,12057.0,10657.0,2601.0,7200.0,471.0,7847.0,7847.0,4013.0,2125.0,1709.0,1010.0,1010.0,,480.0,PYPL,PAYPAL HOLDINGS INC
006008,2024-09-30,2024,3,INDL,C,193542.0,88678.0,99532.0,24086.0,46471.0,3765.0,5213.0,12062.0,13284.0,13284.0,7717.0,5390.0,177.0,-16639.0,-16639.0,4049.0,18110.0,INTC,INTEL CORP
012141,2024-09-30,2025,1,INDL,C,523013.0,235290.0,287723.0,78428.0,88076.0,8762.0,55548.0,1626.0,65585.0,65585.0,12716.0,14934.0,37935.0,24667.0,24667.0,7544.0,14923.0,MSFT,MICROSOFT CORP
036910,2024-09-30,2024,3,INDL,C,5768.097,1176.735,4498.143,4564.738,207.278,47.637,668.11,0.0,725.516,725.516,138.552,465.737,121.227,143.525,143.525,117.555,9.528,PLTR,PALANTIR TECHNOLOG INC
184996,2024-09-30,2024,3,INDL,C,119852.0,49142.0,69931.0,34131.0,9695.0,3088.0,3489.0,14530.0,25182.0,25182.0,18837.0,2225.0,4120.0,2167.0,2167.0,1039.0,8562.0,TSLA,TESLA INC
147579,2024-09-30,2024,3,INDL,C,52281.844,29561.108,22720.736,9225.85,16255.591,2253.057,1217.659,0.0,9824.703,9824.703,5038.97,1795.342,2990.391,2363.509,2363.509,735.063,280.864,NFLX,NETFLIX INC
024800,2024-09-30,2024,4,INDL,C,55154.0,28880.0,26274.0,13300.0,13978.0,1462.0,3929.0,6423.0,10244.0,10244.0,4028.0,3063.0,3153.0,2920.0,2915.0,2302.0,1041.0,QCOM,QUALCOMM INC
001161,2024-09-30,2024,3,INDL,C,69636.0,12651.0,56985.0,4544.0,2238.0,,7270.0,5374.0,6819.0,6819.0,2996.0,2301.0,1522.0,771.0,771.0,1636.0,428.0,AMD,ADVANCED MICRO DEVICES
012540,2024-08-31,2024,3,INDL,C,29830.0,15285.0,14545.0,7515.0,4509.0,1569.0,1802.0,0.0,5408.0,5408.0,429.0,2819.0,2160.0,1684.0,1684.0,1022.0,135.0,ADBE,ADOBE INC
035005,2024-07-31,2024,2,INDL,C,10507.192,1981.945,8525.247,7530.135,36.052,27.975,528.237,0.0,1162.52,1162.52,254.171,667.834,240.515,219.015,219.015,206.756,102.742,ZM,ZOOM COMMUNICATIONS INC
180711,2024-07-31,2024,3,INDL,C,167966.0,102315.0,65651.0,9952.0,66798.0,3161.0,6222.0,1894.0,13072.0,13072.0,2984.0,3372.0,6716.0,-1875.0,-1432.0,2353.0,426.0,AVGO,BROADCOM INC
117768,2024-07-31,2024,2,INDL,C,85227.0,27070.0,58157.0,34800.0,9765.0,250.0,14132.0,6675.0,30040.0,30040.0,7034.0,3931.0,19075.0,16599.0,16599.0,3090.0,1346.0,NVDA,NVIDIA CORP
339965,2024-07-31,2024,2,INDL,C,6943.886,2806.298,4129.001,3230.507,279.969,32.843,452.797,0.0,868.823,868.823,254.898,924.117,-310.192,-316.899,-316.899,437.66,34.958,SNOW,SNOWFLAKE INC
157855,2024-07-31,2024,2,INDL,C,92180.0,34547.0,57633.0,12636.0,10834.0,559.0,5391.0,0.0,9325.0,9325.0,1475.0,5061.0,2789.0,1429.0,1429.0,1349.0,300.0,CRM,SALESFORCE INC
006008,2024-06-30,2024,2,INDL,C,206205.0,85771.0,115229.0,29273.0,48334.0,4695.0,3275.0,11244.0,12833.0,12833.0,5758.0,5527.0,1548.0,-1610.0,-1610.0,4239.0,11652.0,INTC,INTEL CORP
170617,2024-06-30,2024,2,INDL,C,230238.0,73475.0,156763.0,58180.0,36074.0,1917.0,14505.0,0.0,39072.0,39072.0,3668.0,15479.0,19925.0,13465.0,13465.0,10537.0,14573.0,META,META PLATFORMS INC
012141,2024-06-30,2024,4,INDL,C,512163.0,243686.0,268477.0,75543.0,82981.0,14871.0,67424.0,1246.0,64727.0,64727.0,13304.0,17118.0,34305.0,22036.0,22036.0,8056.0,44477.0,MSFT,MICROSOFT CORP
160329,2024-06-30,2024,2,INDL,C,414770.0,114017.0,298553.0,100725.0,24946.0,3773.0,47087.0,,84742.0,84742.0,31799.0,21810.0,31133.0,23619.0,23619.0,11860.0,25198.0,GOOGL,ALPHABET INC
024800,2024-06-30,2024,3,INDL,C,52741.0,28071.0,24670.0,13032.0,13190.0,1364.0,2948.0,6020.0,9393.0,9393.0,3756.0,2920.0,2717.0,2129.0,2108.0,2259.0,785.0,QCOM,QUALCOMM INC
001690,2024-06-30,2024,3,INDL,C,331612.0,264904.0,66708.0,61801.0,86196.0,15108.0,43172.0,6165.0,85777.0,85777.0,43249.0,14326.0,28202.0,21448.0,21448.0,8006.0,6539.0,AAPL,APPLE INC
184996,2024-06-30,2024,2,INDL,C,112832.0,45569.0,66468.0,31094.0,9503.0,3012.0,3919.0,14195.0,25500.0,25500.0,19644.0,2351.0,3505.0,1478.0,1478.0,1074.0,5049.0,TSLA,TESLA INC
001161,2024-06-30,2024,2,INDL,C,67886.0,11348.0,56538.0,5340.0,2245.0,,5773.0,4991.0,5835.0,5835.0,2573.0,2188.0,1074.0,265.0,265.0,1583.0,296.0,AMD,ADVANCED MICRO DEVICES
023650,2024-06-30,2024,2,INDL,C,11346.0,2174.0,9172.0,5021.0,1120.0,17.0,1193.0,0.0,2045.0,2045.0,990.0,859.0,196.0,171.0,171.0,349.0,13.0,SHOP,SHOPIFY INC
147579,2024-06-30,2024,2,INDL,C,49098.895,26986.202,22112.693,6657.885,14307.144,2217.05,1276.359,0.0,9559.31,9559.31,5092.916,1782.33,2684.064,2147.306,2147.306,711.254,154.001,NFLX,NETFLIX INC
024616,2024-06-30,2024,2,INDL,C,84016.0,63394.0,20622.0,13621.0,10374.0,2584.0,6452.0,369.0,7885.0,7885.0,4115.0,2069.0,1701.0,1128.0,1128.0,,311.0,PYPL,PAYPAL HOLDINGS INC
036910,2024-06-30,2024,2,INDL,C,5191.88,1054.074,4050.524,3998.459,214.334,44.125,659.339,0.0,678.134,678.134,120.506,444.233,113.395,134.126,134.126,108.781,5.543,PLTR,PALANTIR TECHNOLOG INC
064768,2024-06-30,2024,2,INDL,C,554818.0,318371.0,236447.0,89583.0,139873.0,17969.0,44200.0,34109.0,147977.0,147977.0,61747.0,59423.0,26807.0,13485.0,13485.0,22304.0,32545.0,AMZN,AMAZON.COM INC
012540,2024-05-31,2024,2,INDL,C,30007.0,15164.0,14843.0,8065.0,4525.0,1565.0,1612.0,0.0,5309.0,5309.0,426.0,2784.0,2099.0,1573.0,1573.0,984.0,78.0,ADBE,ADOBE INC
339965,2024-04-30,2024,1,INDL,C,7298.018,2730.326,4558.234,3531.346,247.501,30.94,368.105,0.0,828.709,828.709,243.967,893.093,-308.351,-316.988,-316.988,410.794,23.923,SNOW,SNOWFLAKE INC
180711,2024-04-30,2024,2,INDL,C,175211.0,105250.0,69961.0,9809.0,71590.0,2426.0,5500.0,1842.0,12487.0,12487.0,2990.0,3605.0,5892.0,2121.0,2121.0,2415.0,254.0,AVGO,BROADCOM INC
157855,2024-04-30,2024,1,INDL,C,96180.0,36497.0,59683.0,17670.0,10948.0,1568.0,4273.0,0.0,9133.0,9133.0,1506.0,5031.0,2596.0,1533.0,1533.0,1368.0,163.0,CRM,SALESFORCE INC
035005,2024-04-30,2024,1,INDL,C,10296.63,1997.806,8298.824,7384.928,40.284,27.572,527.515,0.0,1141.234,1141.234,244.83,656.014,240.39,216.308,216.308,205.558,18.508,ZM,ZOOM COMMUNICATIONS INC
117768,2024-04-30,2024,1,INDL,C,77072.0,27930.0,49142.0,31438.0,9741.0,1496.0,12365.0,5864.0,26044.0,26044.0,5228.0,3497.0,17319.0,14881.0,14881.0,2720.0,369.0,NVDA,NVIDIA CORP
036910,2024-03-31,2024,1,INDL,C,4807.079,945.907,3775.227,3867.9,163.013,54.056,486.986,0.0,634.338,634.338,107.818,437.201,89.319,105.53,105.53,110.04,2.664,PLTR,PALANTIR TECHNOLOG INC
001161,2024-03-31,2024,1,INDL,C,67895.0,11697.0,56198.0,6035.0,2248.0,750.0,5069.0,4652.0,5473.0,5473.0,2456.0,2106.0,911.0,123.0,123.0,1525.0,142.0,AMD,ADVANCED MICRO DEVICES
001690,2024-03-31,2024,2,INDL,C,337411.0,263217.0,74194.0,67150.0,91831.0,12759.0,41150.0,6232.0,90753.0,90753.0,45646.0,14371.0,30736.0,23636.0,23636.0,7903.0,4388.0,AAPL,APPLE INC
006008,2024-03-31,2024,1,INDL,C,192733.0,81977.0,105973.0,21311.0,47869.0,4581.0,3473.0,11494.0,12724.0,12724.0,4997.0,5897.0,1830.0,-381.0,-381.0,4382.0,5970.0,INTC,INTEL CORP
012141,2024-03-31,2024,3,INDL,C,484275.0,231123.0,253152.0,80021.0,78163.0,28066.0,54129.0,1304.0,61858.0,61858.0,12478.0,15772.0,33608.0,21939.0,21939.0,7653.0,30604.0,MSFT,MICROSOFT CORP
023650,2024-03-31,2024,1,INDL,C,11112.0,2219.0,8893.0,5177.0,1128.0,17.0,1080.0,0.0,1861.0,1861.0,894.0,871.0,96.0,-273.0,-273.0,335.0,6.0,SHOP,SHOPIFY INC
024616,2024-03-31,2024,1,INDL,C,83347.0,62645.0,20702.0,14324.0,10214.0,1443.0,6418.0,307.0,7699.0,7699.0,4106.0,1948.0,1645.0,888.0,888.0,,154.0,PYPL,PAYPAL HOLDINGS INC
024800,2024-03-31,2024,2,INDL,C,53167.0,28698.0,24469.0,13851.0,14543.0,914.0,3054.0,6087.0,9390.0,9390.0,3695.0,2933.0,2762.0,2326.0,2276.0,2236.0,398.0,QCOM,QUALCOMM INC
064768,2024-03-31,2024,1,INDL,C,530969.0,314308.0,216661.0,85548.0,141186.0,19374.0,42200.0,31147.0,143313.0,143313.0,60949.0,55145.0,27219.0,10431.0,10431.0,20424.0,14925.0,AMZN,AMAZON.COM INC
147579,2024-03-31,2024,1,INDL,C,48827.721,27462.311,21365.41,7047.429,15315.042,1196.564,1228.691,0.0,9370.44,9370.44,4889.839,1760.833,2719.768,2332.209,2332.209,702.473,75.714,NFLX,NETFLIX INC
160329,2024-03-31,2024,1,INDL,C,407350.0,114506.0,290744.0,108090.0,25185.0,3191.0,44552.0,,80539.0,80539.0,30146.0,20792.0,29601.0,23662.0,23662.0,11903.0,12012.0,GOOGL,ALPHABET INC
170617,2024-03-31,2024,1,INDL,C,222844.0,73315.0,149529.0,58204.0,35957.0,1676.0,13430.0,0.0,36455.0,36455.0,3246.0,15771.0,17438.0,12369.0,12369.0,9978.0,6400.0,META,META PLATFORMS INC
184996,2024-03-31,2024,1,INDL,C,109226.0,44046.0,64378.0,27226.0,6746.0,3165.0,4076.0,16033.0,21301.0,21301.0,16359.0,2525.0,2417.0,1129.0,1129.0,1151.0,2777.0,TSLA,TESLA INC
012540,2024-02-29,2024,1,INDL,C,28751.0,13291.0,15460.0,6820.0,2516.0,1570.0,2057.0,0.0,5182.0,5182.0,419.0,2643.0,2120.0,620.0,620.0,939.0,37.0,ADBE,ADOBE INC
339965,2024-01-31,2023,4,INDL,C,8223.383,3032.789,5180.308,3846.248,254.037,33.944,951.102,0.0,774.699,774.699,218.751,796.467,-240.519,-169.352,-169.352,364.476,69.219,SNOW,SNOWFLAKE INC
157855,2024-01-31,2023,4,INDL,C,99823.0,40177.0,59646.0,14194.0,11673.0,1889.0,11414.0,0.0,9287.0,9287.0,1418.0,5121.0,2748.0,1446.0,1446.0,1275.0,736.0,CRM,SALESFORCE INC
035005,2024-01-31,2023,4,INDL,C,9929.793,1910.387,8019.406,6969.359,48.308,24.645,536.078,0.0,1146.457,1146.457,247.2,690.99,208.267,298.832,298.832,205.282,126.953,ZM,ZOOM COMMUNICATIONS INC
117768,2024-01-31,2023,4,INDL,C,65728.0,22750.0,42978.0,25984.0,9578.0,1478.0,9999.0,5282.0,22103.0,22103.0,4925.0,3177.0,14001.0,12285.0,12285.0,2465.0,1069.0,NVDA,NVIDIA CORP
180711,2024-01-31,2024,1,INDL,C,177870.0,107586.0,70284.0,11864.0,73468.0,2433.0,4969.0,1920.0,11961.0,11961.0,2969.0,3594.0,5398.0,1325.0,1274.0,2308.0,122.0,AVGO,BROADCOM INC
184996,2023-12-31,2023,4,INDL,C,106618.0,43009.0,62634.0,29637.0,6528.0,3045.0,3702.0,13626.0,25167.0,25167.0,19497.0,2374.0,3296.0,7928.0,7928.0,1094.0,8899.0,TSLA,TESLA INC
006008,2023-12-31,2023,4,INDL,C,191572.0,81607.0,105590.0,25034.0,47267.0,2430.0,3606.0,11127.0,15406.0,15406.0,5888.0,5562.0,3956.0,2669.0,2669.0,3987.0,25750.0,INTC,INTEL CORP
160329,2023-12-31,2023,4,INDL,C,402392.0,119013.0,281079.0,110916.0,25713.0,4154.0,47964.0,,86310.0,86310.0,34257.0,25033.0,27020.0,20687.0,20687.0,12113.0,32251.0,GOOGL,ALPHABET INC
023650,2023-12-31,2023,4,INDL,C,11299.0,2233.0,9066.0,5008.0,1133.0,17.0,1108.0,0.0,2144.0,2144.0,1072.0,773.0,299.0,657.0,657.0,311.0,39.0,SHOP,SHOPIFY INC
001690,2023-12-31,2024,1,INDL,C,353514.0,279414.0,74100.0,73100.0,95088.0,12952.0,50102.0,6511.0,119575.0,119575.0,61872.0,14482.0,43221.0,33916.0,33916.0,7696.0,2392.0,AAPL,APPLE INC
064768,2023-12-31,2023,4,INDL,C,527854.0,325979.0,201875.0,87277.0,142211.0,19561.0,46900.0,32326.0,169961.0,169961.0,78733.0,64045.0,27183.0,10624.0,10624.0,22038.0,52729.0,AMZN,AMAZON.COM INC
024800,2023-12-31,2024,1,INDL,C,52135.0,29077.0,23058.0,12054.0,14566.0,914.0,3513.0,6247.0,9935.0,9935.0,3875.0,2723.0,3337.0,2767.0,2811.0,2096.0,214.0,QCOM,QUALCOMM INC
036910,2023-12-31,2023,4,INDL,C,4522.425,961.46,3475.561,3674.549,175.216,54.176,364.784,0.0,608.35,608.35,100.667,433.917,73.766,93.391,93.391,109.283,15.114,PLTR,PALANTIR TECHNOLOG INC
024616,2023-12-31,2023,4,INDL,C,82166.0,61115.0,21051.0,14140.0,10092.0,1752.0,6603.0,563.0,8026.0,8026.0,4160.0,2186.0,1680.0,1402.0,1402.0,1600.0,623.0,PYPL,PAYPAL HOLDINGS INC
170617,2023-12-31,2023,4,INDL,C,229623.0,76455.0,153168.0,65502.0,36211.0,1713.0,16169.0,0.0,40111.0,40111.0,4430.0,14976.0,20705.0,14017.0,14017.0,10517.0,27266.0,META,META PLATFORMS INC
012141,2023-12-31,2024,2,INDL,C,470558.0,232290.0,238268.0,81017.0,77589.0,33769.0,51631.0,1615.0,62020.0,62020.0,13664.0,15365.0,32991.0,21870.0,21870.0,7142.0,19652.0,MSFT,MICROSOFT CORP
001161,2023-12-31,2023,4,INDL,C,67885.0,11993.0,55892.0,5773.0,2252.0,857.0,5385.0,4351.0,6168.0,6168.0,2877.0,2095.0,1196.0,667.0,667.0,1511.0,546.0,AMD,ADVANCED MICRO DEVICES
147579,2023-12-31,2023,4,INDL,C,48731.992,28143.679,20588.313,7139.352,16190.218,783.156,1287.054,0.0,8832.825,8832.825,5220.918,2029.231,1582.676,937.838,937.838,673.341,348.552,NFLX,NETFLIX INC
012540,2023-11-30,2023,4,INDL,C,29779.0,13261.0,16518.0,7842.0,4007.0,73.0,2224.0,0.0,5048.0,5048.0,410.0,2595.0,2043.0,1483.0,1483.0,889.0,360.0,ADBE,ADOBE INC
117768,2023-10-31,2023,3,INDL,C,54148.0,20883.0,33265.0,18281.0,9548.0,1479.0,8309.0,4779.0,18120.0,18120.0,4348.0,2983.0,10789.0,9243.0,9243.0,2294.0,815.0,NVDA,NVIDIA CORP
035005,2023-10-31,2023,3,INDL,C,9317.472,1904.071,7413.401,6499.389,55.409,23.904,537.576,0.0,1136.727,1136.727,241.949,686.752,208.026,141.212,141.212,196.832,108.413,ZM,ZOOM COMMUNICATIONS INC
180711,2023-10-31,2023,4,INDL,C,72861.0,48873.0,23988.0,14189.0,37980.0,1668.0,3154.0,1898.0,9295.0,9295.0,2325.0,1737.0,5233.0,3524.0,3524.0,1388.0,452.0,AVGO,BROADCOM INC
339965,2023-10-31,2023,3,INDL,C,7264.379,2323.612,4929.921,3548.539,253.029,33.348,534.434,0.0,734.173,734.173,208.128,754.198,-228.153,-214.251,-214.251,332.065,49.118,SNOW,SNOWFLAKE INC
157855,2023-10-31,2023,3,INDL,C,91022.0,32932.0,58090.0,11863.0,11190.0,1522.0,4850.0,0.0,8720.0,8720.0,1516.0,4786.0,2418.0,1224.0,1224.0,1204.0,589.0,CRM,SALESFORCE INC
001690,2023-09-30,2023,4,INDL,C,352583.0,290437.0,62146.0,61555.0,106548.0,17382.0,60985.0,6331.0,89498.0,89498.0,46418.0,13458.0,29622.0,22956.0,22956.0,7307.0,10959.0,AAPL,APPLE INC
064768,2023-09-30,2023,3,INDL,C,486883.0,303910.0,182973.0,64634.0,143589.0,17476.0,38100.0,35406.0,143083.0,143083.0,62891.0,56629.0,23563.0,9879.0,9879.0,21203.0,38141.0,AMZN,AMAZON.COM INC
024800,2023-09-30,2023,4,INDL,C,51040.0,29459.0,21581.0,11324.0,15055.0,1012.0,3183.0,6422.0,8631.0,8631.0,3418.0,2764.0,2449.0,1490.0,1629.0,2285.0,1450.0,QCOM,QUALCOMM INC
024616,2023-09-30,2023,3,INDL,C,76440.0,56700.0,19740.0,11563.0,11089.0,147.0,6148.0,2165.0,7418.0,7418.0,3807.0,2134.0,1477.0,1020.0,1020.0,,478.0,PYPL,PAYPAL HOLDINGS INC
147579,2023-09-30,2023,3,INDL,C,49501.786,27394.159,22107.627,7869.379,15987.234,777.014,1139.974,0.0,8541.668,8541.668,4840.128,1694.486,2007.054,1677.422,1677.422,657.159,266.92,NFLX,NETFLIX INC
023650,2023-09-30,2023,3,INDL,C,10464.0,2180.0,8284.0,4918.0,1107.0,15.0,1081.0,0.0,1714.0,1714.0,800.0,737.0,177.0,718.0,718.0,313.0,37.0,SHOP,SHOPIFY INC
160329,2023-09-30,2023,3,INDL,C,396711.0,123509.0,271002.0,119935.0,26331.0,4115.0,41020.0,2957.0,76693.0,76693.0,30041.0,22052.0,24600.0,19689.0,19689.0,11258.0,21232.0,GOOGL,ALPHABET INC
170617,2023-09-30,2023,3,INDL,C,216274.0,73401.0,142873.0,61275.0,35331.0,1545.0,12944.0,0.0,34146.0,34146.0,3338.0,13822.0,16986.0,11583.0,11583.0,9241.0,19601.0,META,META PLATFORMS INC
001161,2023-09-30,2023,3,INDL,C,67626.0,12656.0,54970.0,5785.0,2110.0,752.0,5055.0,4445.0,5800.0,5800.0,2680.0,2044.0,1076.0,299.0,299.0,1507.0,407.0,AMD,ADVANCED MICRO DEVICES
012141,2023-09-30,2024,1,INDL,C,445785.0,225071.0,220714.0,143951.0,72010.0,33671.0,47153.0,3000.0,56517.0,56517.0,12381.0,13320.0,30816.0,22291.0,22291.0,6659.0,9917.0,MSFT,MICROSOFT CORP
006008,2023-09-30,2023,3,INDL,C,188837.0,83151.0,101813.0,25030.0,46591.0,2288.0,2843.0,11466.0,14158.0,14158.0,5736.0,5167.0,3255.0,297.0,297.0,3870.0,19054.0,INTC,INTEL CORP
184996,2023-09-30,2023,3,INDL,C,93941.0,39446.0,53466.0,26530.0,5607.0,2580.0,2704.0,13721.0,23350.0,23350.0,17937.0,2414.0,2999.0,1853.0,1853.0,1161.0,6592.0,TSLA,TESLA INC
036910,2023-09-30,2023,3,INDL,C,4193.417,921.52,3190.015,3286.706,184.067,52.204,430.269,0.0,558.159,558.159,99.259,410.254,48.646,71.505,71.505,105.708,10.254,PLTR,PALANTIR TECHNOLOG INC
012540,2023-08-31,2023,3,INDL,C,29090.0,13314.0,15776.0,7516.0,4022.0,74.0,1851.0,0.0,4890.0,4890.0,404.0,2544.0,1942.0,1403.0,1403.0,881.0,313.0,ADBE,ADOBE INC
117768,2023-07-31,2023,2,INDL,C,49555.0,22054.0,27501.0,16023.0,9497.0,1457.0,7066.0,4319.0,13507.0,13507.0,3680.0,2661.0,7166.0,6189.0,6189.0,2041.0,537.0,NVDA,NVIDIA CORP
